7383	4485	
6291	6264	
2594	1824	
9282	5525	
2177	4002	
9739	8928	
9600	9303	
5401	6854	
8	6219	
808	5077	
4221	2945	
5777	2350	
571	1366	
2305	8888	
7736	768	
9476	8992	
7797	4369	
8387	5166	
3638	7623	
6936	5732	
6476	1605	
6009	8624	
7788	380	
4185	1856	
1486	3251	
4774	1701	
3971	6327	
2512	6127	
1603	1291	
1608	8824	
851	272	
6688	622	
240	1407	
4324	1496	
2026	3347	
8869	2601	
3616	8933	
6014	8754	
5076	8495	
8789	1522	
6106	2658	
2384	6265	
3954	7906	
528	1114	
1664	8830	
6223	5279	
3332	6014	
1794	5654	
7467	7622	
1499	88	
930	9959	
3997	1050	
7089	1477	
1964	7517	
5699	9921	
1553	2209	
3833	8088	
7510	9535	
1400	6870	
4370	4068	
6532	6554	
7055	7312	
9152	8462	
5692	7243	
264	6314	
211	2320	
4071	4325	
3755	1909	
4633	7929	
4580	3592	
1403	8402	
8943	4327	
9871	5859	
1680	8700	
6555	2565	
6076	3043	
4001	3180	
2813	2250	
169	6489	
7284	4180	
9818	7445	
2109	8073	
7047	1937	
1150	1742	
2630	4727	
5162	6572	
717	3196	
9314	3488	
5493	2869	
4891	9726	
6369	6898	
9467	9795	
5623	6091	
5868	5142	
9212	5878	
691	4025	
751	3442	
9706	6066	
5659	7012	
9425	2144	
9963	1268	
1613	8588	
1394	814	
191	546	
4513	4331	
5562	972	
3110	7165	
1850	5298	
447	9065	
2620	719	
4827	8932	
3054	2830	
4792	4098	
7439	2929	
3930	4073	
5158	3629	
1707	88	
8309	809	
3304	2733	
5523	5811	
5682	3988	
4888	6896	
8021	9452	
1137	6036	
5077	2423	
3555	4954	
3651	447	
7553	752	
2112	3237	
6595	9017	
6917	99	
3186	816	
4659	8493	
3009	8395	
5804	3016	
5309	310	
1457	9070	
6855	451	
4807	5886	
7711	5682	
5908	7164	
3613	6475	
2870	4825	
8047	3928	
8945	5997	
4858	2224	
3907	7009	
6367	5230	
9894	2697	
957	5616	
2241	4430	
3132	8987	
5371	7050	
4205	5420	
509	1052	
7115	4633	
9283	908	
4493	2646	
8207	7465	
6300	1108	
8041	4061	
5964	4580	
2807	1890	
6792	9657	
9413	3326	
5886	4987	
8066	6985	
900	9367	
8886	1983	
2886	5412	
4115	9873	
8478	6528	
1080	8470	
1774	3097	
1196	5503	
6940	6328	
4045	8104	
5467	1304	
7365	2939	
5250	3237	
6037	6110	
5643	5535	
881	1980	
6922	5165	
3976	8098	
6648	6558	
3470	9791	
8283	1994	
1303	8926	
7715	3511	
8322	4993	
8804	6665	
7712	7843	
5947	8817	
7840	2911	
6879	2629	
9513	8815	
8518	9376	
7315	6221	
7873	7136	
818	5605	
9604	5982	
4304	987	
9510	1051	
5109	4217	
3345	2197	
8134	3649	
7655	4921	
1783	7217	
3938	2594	
1198	6564	
1381	1919	
8022	2932	
5236	6819	
9036	3278	
1724	4566	
2842	6078	
1281	6569	
5710	6553	
9683	9479	
7526	4986	
9836	7751	
362	5028	
2952	9021	
4229	9750	
6577	8640	
897	7132	
6311	2918	
1503	6418	
776	412	
4960	7108	
7393	7202	
9107	2304	
1345	1539	
6124	1421	
5750	5810	
1852	1205	
3463	9535	
131	814	
9421	5465	
2463	7670	
3727	4990	
6351	2348	
6105	5934	
2408	4012	
9623	3534	
147	1042	
7267	2984	
8562	2256	
2601	8207	
8941	4698	
4532	4976	
7214	7519	
1255	5380	
4484	9954	
2538	3266	
7624	2278	
6158	4001	
8330	1256	
6895	3643	
9222	7654	
981	9950	
8185	9006	
2119	5404	
1642	3889	
2733	8034	
2295	4534	
1888	7861	
7213	3370	
5632	1016	
4947	7669	
5297	1002	
7252	8889	
4611	1965	
1335	7044	
701	1777	
7405	1652	
9174	4127	
262	8586	
6063	3010	
7520	9463	
7824	2079	
9405	8963	
7453	8581	
7615	5964	
2565	9567	
8755	3195	
2551	5175	
2376	323	
8706	453	
8266	5139	
2711	8452	
7567	6315	
8605	8870	
3133	5387	
8369	9358	
3975	3526	
6647	5579	
5794	2117	
1617	9428	
8776	3545	
1307	1838	
3416	104	
4737	5451	
9463	3208	
1998	4989	
1111	8266	
6994	7481	
258	6206	
9310	2902	
260	6404	
5567	6180	
5747	7587	
6597	6041	
732	5474	
2783	838	
3578	1507	
4118	9353	
7237	1712	
1874	5676	
7733	9053	
9914	5826	
3117	1649	
1266	4330	
5105	3423	
3876	765	
1291	1919	
5112	2809	
4929	400	
8702	5533	
9868	7692	
4431	9052	
9648	4857	
4675	352	
1766	8030	
4476	1207	
1909	8095	
3408	4047	
8576	1575	
5924	3674	
4649	1410	
2275	8990	
8738	9492	
3454	9692	
1044	5401	
4557	7850	
5384	7434	
2964	2671	
6019	153	
6112	4539	
1337	3521	
2593	3509	
5468	466	
6417	9078	
9611	7747	
5782	6024	
6396	4392	
9977	8174	
5651	7674	
400	688	
935	8459	
2007	9178	
6655	519	
3289	6385	
3209	2534	
9899	4687	
8119	8077	
7317	2159	
1287	6037	
8030	8709	
3646	4595	
7731	4532	
6496	7014	
8259	5635	
2734	8240	
6954	5146	
3676	8971	
4376	5766	
8318	6093	
2974	2044	
9246	8102	
5732	9562	
9997	1574	
3050	1945	
7844	700	
1017	1375	
1989	4169	
7636	9777	
4291	370	
3520	1301	
810	4900	
7166	8693	
7421	8162	
209	6192	
9178	8193	
2442	6284	
5110	5562	
7300	4029	
1519	4769	
9334	7238	
1915	7493	
5241	8357	
8023	830	
2497	7961	
80	500	
391	7084	
7754	5230	
8101	9101	
2340	7398	
1419	6090	
7795	8134	
7086	3911	
5098	17	
192	8669	
4512	7259	
1842	520	
2231	2422	
4288	706	
564	8794	
5093	8179	
63	6487	
5255	2369	
4991	4625	
2724	7099	
7308	7391	
1354	7905	
2125	9282	
7941	9261	
8643	864	
9744	1130	
9434	3739	
1028	403	
4700	124	
9231	7082	
7343	3436	
1391	5585	
1679	815	
9757	2168	
4742	8253	
5174	4932	
7591	750	
3140	7928	
5418	2866	
8412	1522	
2769	8970	
8209	5668	
7561	3078	
1782	8574	
9085	1772	
1184	1221	
4005	4450	
1177	9058	
843	9048	
6353	441	
5678	5445	
799	2692	
7852	8566	
7260	1673	
474	2467	
5764	2798	
9647	9186	
9457	5116	
9991	527	
762	6702	
24	6719	
8394	4677	
9370	8217	
9862	7495	
7080	219	
1004	3859	
6993	7258	
1803	338	
7843	9726	
7871	3708	
8438	6573	
4084	8918	
2422	1317	
6241	918	
9644	7747	
1912	8194	
5943	8737	
7497	4726	
9484	7275	
9790	8068	
6178	5286	
5013	5709	
1274	4305	
5758	4176	
7077	6062	
2750	1267	
8203	7651	
5862	8042	
9625	1741	
9175	7183	
2237	1930	
6295	2015	
786	2529	
3278	5430	
9106	7322	
9789	1094	
9353	5514	
2020	7441	
9980	8760	
8268	6064	
9195	1998	
308	8682	
7644	6389	
7854	3507	
5992	6817	
2872	9509	
8312	5356	
6365	651	
3993	3794	
462	1608	
3838	1915	
9419	887	
8629	7430	
7979	8784	
9650	2846	
3004	7571	
6631	8011	
996	6468	
661	696	
9446	2755	
6460	9069	
7008	5718	
2366	2121	
9584	6470	
1426	7373	
183	9155	
997	8759	
7206	9061	
9179	4314	
261	6528	
5202	4710	
227	6722	
5671	138	
9095	3405	
6882	6067	
676	4812	
2909	2958	
5660	1779	
2690	834	
6988	4439	
9842	3843	
3764	359	
9249	6501	
586	6518	
2191	8222	
7412	646	
5298	4309	
6515	4931	
2703	269	
4112	4601	
455	8888	
8894	6226	
9422	8138	
7839	4592	
9783	6107	
3811	131	
4970	4472	
6427	3912	
536	5416	
6347	1247	
3318	8758	
3517	3255	
9108	7087	
99	2728	
9378	5593	
1556	2012	
8360	8093	
8040	7147	
6691	6319	
4481	4912	
4585	3243	
6174	353	
9632	9310	
6059	572	
1444	1709	
9220	3779	
4981	8820	
734	646	
4004	1590	
4308	8322	
5879	1067	
246	9380	
4529	4494	
3779	5664	
1095	5372	
6265	9631	
3649	8242	
4099	6797	
2549	6792	
7067	5569	
6461	951	
1347	577	
4875	96	
7386	4091	
1341	3096	
3822	4838	
3496	3952	
4812	4880	
3601	1536	
8947	9699	
7867	16	
4886	7961	
6490	1475	
9759	2632	
9062	8592	
4769	2317	
8907	4078	
3591	4545	
221	9083	
5848	42	
8921	9867	
9729	9671	
6710	103	
8963	5270	
3803	5567	
141	4194	
4347	1953	
7254	8057	
1636	6928	
9562	2332	
5091	7615	
9117	9196	
5723	5921	
7922	3329	
8241	9556	
4651	7350	
951	8724	
1088	2473	
9342	8636	
6061	8241	
5517	6650	
5152	7515	
1075	5108	
1147	8265	
6276	1833	
8527	9323	
8965	8416	
243	8794	
7814	3367	
2068	8830	
522	407	
8745	9631	
1183	297	
7986	88	
5662	6081	
1181	4663	
4400	3353	
9284	7985	
9642	4985	
406	4771	
2193	5200	
8276	1345	
2473	9688	
9462	8652	
3328	6374	
9003	8575	
9968	4608	
8148	767	
4771	2480	
7476	9578	
6799	8580	
4787	5709	
5164	2769	
5518	5475	
2183	981	
3036	58	
2831	5496	
6956	9475	
1020	7966	
8138	3942	
7072	6388	
772	6137	
9258	6741	
3726	1745	
5977	4341	
9768	906	
6185	7420	
5189	6209	
3250	7803	
7239	1122	
5462	4266	
8055	9424	
5149	1176	
5353	5226	
7866	1048	
2753	7008	
2360	585	
6979	115	
2883	4961	
9042	1208	
8434	5989	
8090	3577	
8343	8618	
5720	8159	
541	3768	
27	5690	
72	1147	
5969	5579	
2456	4266	
2003	9904	
6803	7156	
3551	2468	
3813	6893	
560	1803	
3565	7090	
1624	7758	
1919	7500	
3208	7264	
7389	4657	
382	501	
8556	8434	
3196	2101	
8600	2251	
2603	5674	
5803	1247	
3911	5688	
5737	5652	
3022	577	
4722	3317	
9000	6471	
913	9576	
8096	6587	
5522	8877	
932	60	
1236	479	
5798	9887	
3380	4257	
12	7455	
139	2996	
5393	2753	
5841	1061	
2262	812	
4211	1240	
9594	9801	
8094	3342	
7850	7622	
9307	896	
3155	5385	
5268	9471	
548	817	
6540	1701	
2325	5623	
5968	2714	
5937	3712	
5433	8624	
5279	4626	
6095	1147	
4095	3872	
3543	7232	
2399	5428	
5292	5353	
3869	6568	
5267	5975	
6145	6889	
7902	3321	
8704	1564	
857	2056	
38	839	
2861	6510	
1166	7992	
1429	3291	
7658	8756	
7387	2900	
119	9571	
7325	324	
494	1182	
6700	4879	
8736	7047	
93	4817	
4142	5919	
1466	9031	
4870	1921	
3880	7207	
9192	5450	
9002	37	
